List Number	Series Number	2006 list	2008 list	2010 list	2012 list	2018 list	r/tbr/w	Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work_Wikidata_ID	Author_Wikidata_ID
1188		2006						House of Leaves	Danielewski, Mark Z.	2) Deleted 2008		241	American	2000s		Q521688	Q963727
1189		2006						Super-Cannes	Ballard, J.G.	2) Deleted 2008		939		2000s		Q4446225	Q140201
1190			2008	2010	2012	2018		Bartleby and Co.	Vila-Matas, Enrique	3) Added 2008		334		2000s		Q125217109	Q372313
1191		2006	2008	2010	2012	2018		Celestial Harmonies	Esterházy, Péter	1) core list		1134	Hungarian	2000s		Q1585604	Q164106
1192		2006						Nineteen Seventy Seven	Peace, David	2) Deleted 2008		645	English	2000s		Q109046366	Q1176073
1193		2006						Ignorance	Kundera, Milan	2) Deleted 2008		607	Czech	2000s		Q3048945	Q93166
1194		2006	2008					Small Remedies	Deshpande, Shashi	4) Deleted 2010		1100	Indian	2000s		Q7542873	Q1568679
1195		2006						After the Quake	Murakami, Haruki	2) Deleted 2008		561	Japanese	2000s		Q2111334	Q134798
1196		2006						The Blind Assassin	Atwood, Margaret	2) Deleted 2008		487	Canadian	2000s		Q1198405	Q183492
1197		2006	2008	2010	2012	2018		The Human Stain	Roth, Philip	1) core list		518	American	2000s		Q2258908	Q187019
1198		2006						How the Dead Live	Self, Will	2) Deleted 2008		1044	English	2000s		Q5918324	Q261054
1199		2006						City of God	Doctorow, E.L.	2) Deleted 2008		1169	American	2000s		Q42184336	Q335232
1200		2006	2008	2010	2012	2018		White Teeth	Smith, Zadie	1) core list		749	English	2000s		Q866980	Q140052
1201		2006	2008	2010	2012	2018		Under the Skin	Faber, Michel	1) core list		786	English	2000s		Q3965250	Q983249
1202		2006	2008					The Heart of Redness	Mda, Zakes	4) Deleted 2010		964	S. Africa	2000s		Q131319330	Q144653
1203		2006	2008	2010	2012	2018		Spring Flowers, Spring Frost	Kadare, Ismail	1) core list		1238	Albanian	2000s		Q10416227	Q179695
1204		2006	2008	2010	2012	2018		The Devil and Miss Prym	Coelho, Paulo	1) core list		913	Brazilian	2000s		Q1997592	Q12881
1205		2006						An Obedient Father	Sharma, Akhil	2) Deleted 2008		1229	Indian	2000s		Q4750169	Q4700740
1206			2008					The Amazing Adventures of Kavalier & Clay	Chabon, Michael	4) Deleted 2010		147	American	2000s		Q2705230	Q313466
1207		2006	2008	2010	2012	2018		The Feast of the Goat	Vargas Llosa, Mario	1) core list		54	Peruvian	2000s		Q650314	Q39803
1208			2008	2010	2012	2018		I'm Not Scared	Ammaniti, Niccolo	3) Added 2008	Io non ho paura	534	Italian	2000s		Q924771	Q251286
1209			2008	2010	2012			Soldiers of Salamis	Cercas, Javier	3) Added 2008		646		2000s		Q1971450	Q381920
1210		2006	2008	2010	2012	2018		Atonement	McEwan, Ian	1) core list		436	English	2000s		Q306619	Q190379
1211		2006						Schooling	McGowan, Heather	2) Deleted 2008		1289		2000s		Q135825739	Q1563351
1212		2006	2008	2010	2012	2018		Austerlitz	Sebald, W.G.	1) core list		256	German	2000s		Q473389	Q76952
1213		2006						Gabriel’s Gift	Kureishi, Hanif	2) Deleted 2008		1232		2000s		Q3793854	Q325936
1214		2006						The Book of Illusions	Auster, Paul	2) Deleted 2008		517	American	2000s		Q581485	Q214642
1215		2006	2008	2010	2012	2018		Life of Pi	Martel, Yann	1) core list		470	Spanish	2000s		Q374204	Q13914
1216		2006						Choke	Palahniuk, Chuck	2) Deleted 2008		783	American	2000s		Q2466091	Q268181
1217		2006						At Swim, Two Boys	O'Neill, Jamie	2) Deleted 2008		283	Irish	2000s		Q3024963	Q937815
1218		2006						Fury	Rushdie, Salman	2) Deleted 2008		1199	Indian	2000s		Q686894	Q44306
1219		2006						The Body Artist	DeLillo, Don	2) Deleted 2008		1207	American	2000s		Q7718980	Q310048
1220		2006						Don’t Move	Mazzantini, Margaret	2) Deleted 2008	Non ti muovere	776	Irish/Italian	2000s		Q3878170	Q267868
1221		2006	2008	2010	2012	2018		The Corrections	Franzen, Jonathan	1) core list		788	American	2000s		Q335645	Q316607
1222		2006	2008	2010	2012	2018		Platform	Houellebecq, Michel	1) core list		604		2000s		Q1425106	Q103114
1223			2008	2010	2012	2018		Snow	Pamuk, Orhan	3) Added 2008		1020		2000s		Q1478870	Q241248
1224		2006	2008	2010	2012	2018		Nowhere Man	Hemon, Aleksandar	1) core list		867	Yugoslavian	2000s		Q1249514	Q738114
1225		2006						Dead Air	Banks, Iain	2) Deleted 2008		1097	Scottish	2000s		Q5245078	Q312579
1226		2006						Youth	Coetzee, J.M.	2) Deleted 2008		620	S. African	2000s		Q8059138	Q43293
1227		2006						Middlesex	Eugenides, Jeffrey	2) Deleted 2008		335	American	2000s		Q1609780	Q357108
1228		2006						Shroud	Banville, John	2) Deleted 2008		1006	Irish	2000s		Q7504295	Q313077
1229		2006						In the Forest	O'Brien, Edna	2) Deleted 2008		1026	Irish	2000s		Q28224570	Q178225
1230		2006						That They May Face the Rising Sun	McGahern, John	2) Deleted 2008		493	Irish	2000s		Q123501462	Q1277641
1231		2006						The Story of Lucy Gault	Trevor, William	2) Deleted 2008		736	Irish	2000s		Q4791	Q528826
1232		2006	2008	2010	2012	2018		Everything is Illuminated	Foer, Jonathan Safran	1) core list		389	American	2000s		Q923551	Q359548
1233		2006						The Double	Saramago, José	2) Deleted 2008		500	Portugese	2000s		Q1192973	Q37060
1234		2006						Fingersmith	Waters, Sarah	2) Deleted 2008		345	Wales	2000s		Q2756027	Q237555
1235		2006						Family Matters	Mistry, Rohinton	2) Deleted 2008		343	Indian	2000s		Q5433188	Q732338
1236		2006						London Orbital	Sinclair, Iain	2) Deleted 2008		1061	Wales	2000s		Q135825318	Q5980623
1237		2006						Elizabeth Costello	Coetzee, J.M.	2) Deleted 2008		1110	S. African	2000s		Q2706700	Q43293
1238		2006	2008	2010				Kafka on the Shore	Murakami, Haruki	6) Deleted 2012		135	Japanese	2000s		Q579744	Q134798
1239		2006						Unless	Shields, Carol	2) Deleted 2008		947	Canadian	2000s		Q3602937	Q259956
1240		2006	2008					Islands	Sleigh, Dan	4) Deleted 2010		1227	S. African	2000s		Q135825201	Q1253072
1241			2008	2010	2012	2018		The Namesake	Lahiri, Jhumpa	3) Added 2008		249	Indian	2000s		Q7753070	Q465208
1242			2008	2010	2012	2018		Vernon God Little	Pierre, D.B.C.	3) Added 2008		969		2000s		Q475459	Q336565
1243			2008	2010	2012			The Successor	Kadare, Ismail	3) Added 2008		1176		2000s		Q11789877	Q179695
1244			2008	2010	2012	2018		Lady Number Thirteen	Somoza, Jose Carlos	3) Added 2008	La dama número trece	1016		2000s		Q5966432	Q469960
1245		2006	2008	2010	2012	2018		What I Loved	Hustvedt, Siri	1) core list		227	American	2000s		Q3927652	Q259543
1246		2006						The Light of Day	Swift, Graham	2) Deleted 2008		1190	English	2000s		Q21592514	Q437718
1247		2006						Thursbitch	Garner, Alan	2) Deleted 2008		1045	English	2000s		Q7799388	Q384481
1248		2006						The Colour	Tremain, Rose	2) Deleted 2008		688	English	2000s		Q7726868	Q435262
1249		2006						Drop City	Boyle, T. Coraghessan	2) Deleted 2008		654	American	2000s		Q1260252	Q786526
1250		2006	2008					The Curious Incident of the Dog in the Night Time	Haddon, Mark	4) Deleted 2010		402	English	2000s		Q876848	Q356357
1251			2008	2010	2012	2018		A Tale of Love and Darkness	Oz, Amos	3) Added 2008		107		2000s		Q1124669	Q151872
1252			2008	2010	2012			Your Face Tomorrow	Marias, Javier	3) Added 2008		408		2000s		Q2917884	Q299161
1253		2006	2008	2010	2012	2018		Cloud Atlas	Mitchell, David	1) core list		296	English	2000s		Q40205	Q40479
1254		2006						Dining on Stones	Sinclair, Iain	2) Deleted 2008		1295	Wales	2000s		Q134974273	Q5980623
1255		2006						The Lambs of London	Ackroyd, Peter	2) Deleted 2008		1254	English	2000s		Q125913534	Q319169
1256		2006						Vanishing Point	Markson, David	2) Deleted 2008		549	American	2000s		Q19898139	Q515363
1257			2008	2010	2012	2018		The Swarm	Schatzing, Frank	3) Added 2008		496		2000s		Q1196780	Q61220
1258			2008	2010	2012	2018		Suite Française	Nemirovsky, Irene	3) Added 2008		587		2000s		Q568300	Q168441
1259		2006	2008	2010	2012	2018		The Master	Tóibín, Colm	1) core list		615	Irish	2000s		Q370841	Q470758
1260		2006	2008					The Plot Against America	Roth, Philip	4) Deleted 2010		731	American	2000s		Q1758811	Q187019
1261		2006						The Red Queen	Drabble, Margaret	2) Deleted 2008		1258	English	2000s		Q25217752	Q239307
1262		2006	2008	2010	2012	2018		The Sea	Banville, John	1) core list		1019		2000s		Q1216210	Q313077
1263			2008	2010	2012	2018		The Book about Blanche and Marie	Enquist, Per Olov	3) Added 2008		1213		2000s		Q2906040	Q311476
1264			2008					Small Island	Levy, Andrea	4) Deleted 2010		426		2000s		Q7542810	Q494257
1265			2008	2010	2012	2018		2666	Bolaño, Roberto	3) Added 2008		298		2000s		Q219437	Q297532
1266			2008	2010	2012	2018		The Line of Beauty	Hollinghurst, Alan	3) Added 2008		824	English	2000s		Q2448434	Q316048
1267			2008	2010				The Accidental	Smith, Ali	6) Deleted 2012		1185		2000s		Q4015968	Q468523
1268		2006						Adjunct: An Undigest	Manson, Peter	2) Deleted 2008		1293	Scottish	2000s		Q134974253	Q7175648
1269		2006						Slow Man	Coetzee, J.M.	2) Deleted 2008		1120	S. African	2000s		Q687357	Q43293
1270		2006						On Beauty	Smith, Zadie	2) Deleted 2008		823	English	2000s		Q1994900	Q140052
1271		2006						Saturday	McEwan, Ian	2) Deleted 2008		904	English	2000s		Q1723053	Q190379
1272		2006						Never Let Me Go	Ishiguro, Kazuo	2) Deleted 2008		527	Japanese/English	2000s		Q951587	Q272855
1273			2008					A Short History of Tractors in Ukrainian	Lewycka, Marina	4) Deleted 2010		1140		2000s		Q3549380	Q270487
1274			2008	2010	2012	2018		Measuring the World	Kehlmann, Daniel	3) Added 2008		771		2000s		Q630282	Q57477
1275			2008	2010				Mother's Milk	St Aubyn, Edward	6) Deleted 2012		739		2000s		Q65069412	Q1293722
1276			2008	2010	2012	2018		Carry Me Down	Hyland, M.J.	3) Added 2008		1220		2000s		Q4795	Q4731
1277			2008	2010	2012	2018		Against the Day	Pynchon, Thomas	3) Added 2008		468	American	2000s		Q4691072	Q35155
1278			2008	2010	2012	2018		The Inheritance of Loss	Desai, Kiran	3) Added 2008		1124		2000s		Q2657435	Q228589
1279			2008					The Kindly Ones	Littell, Jonathan	4) Deleted 2010		531		2000s		Q634288	Q314969
1280			2008	2010	2012	2018		Half of a Yellow Sun	Adichie, Chimamanda Ngozi	3) Added 2008		22		2000s		Q3235393	Q230141
1281			2008					The Reluctant Fundamentalist	Hamid, Mohsin	4) Deleted 2010		707		2000s		Q597545	Q3243146
1282			2008	2010				Falling Man	DeLillo, Don	6) Deleted 2012		1230	American	2000s		Q1394629	Q310048
1283			2008					Animal's People	Sinha, Indra	4) Deleted 2010		598		2000s		Q4764735	Q530130
1284				2010	2012	2018		The Brief Wondrous Life of Oscar Wao	Díaz, Junot	5) Added 2010		409		2000s		Q2551789	Q402664
1285				2010	2012			The Blind Side of the Heart	Franck, Julia	5) Added 2010		1196		2000s		Q1214843	Q62038
1286				2010	2012	2018		The Gathering	Enright, Anne	5) Added 2010		1263	Canadian?	2000s		Q3824774	Q73176
1287				2010	2012			Kieron Smith, boy	Kelman, James	5) Added 2010		1226		2000s		Q16386544	Q720806
1288				2010	2012	2018		Home	Robinson, Marilynne	5) Added 2010		274		2000s		Q13636457	Q253926
1289				2010	2012	2018		The White Tiger	Adiga, Aravind	5) Added 2010		728		2000s		Q2301826	Q296299
1290				2010	2012	2018		Cost	Robinson, Roxana	5) Added 2010		1088		2000s		Q135767342	Q7372324
1291				2010	2012	2018		American Rust	Meyer, Philipp	5) Added 2010		878		2000s		Q4744868	Q1459823
1292				2010				Invisible	Auster, Paul	6) Deleted 2012		871	American	2000s		Q1584652	Q214642
1293				2010	2012			The Children's Book	Byatt, A.S.	5) Added 2010		1011	English	2000s		Q4159424	Q232417
1294				2010	2012	2018		Elegance of the Hedgehog	Barbery, Muriel	5) Added 2010	L'elegance du herisson	680	French	2000s		Q1212133	Q235731
1295					2012	2018		The History of Love	Krauss, Nicole	7) Added 2012		349		2000s		Q5237708	Q466431
1296					2012	2018		1Q84	Murakami, Haruki	8) Deleted 2018*		716		2000s	* in some editions	Q208971	Q134798
1297					2012	2018		A Gate at the Stairs	Moore, Lorrie	7) Added 2012		1252		2000s		Q4656935	Q204168
1298					2012	2018		Cain	Saramago, Jose	8) Deleted 2018*		347		2000s	* in some editions	Q2436699	Q37060
1299					2012	2018		A Visit from the Goon Squad	Egan, Jennifer	7) Added 2012		839		2000s		Q213300	Q264283
1300					2012	2018		Freedom	Franzen, Jonathan	7) Added 2012		815		2000s		Q724340	Q316607
1301					2012	2018		Nemesis	Roth, Philip	7) Added 2012		651		2000s		Q1977121	Q187019
1302					2012	2018		The Sense of an Ending	Barnes, Julian	7) Added 2012		657		2000s		Q1331310	Q295431
1303					2012			There But For The	Smith, Ali	8) Deleted 2018		1144	Scottish	2000s		Q7782693	Q468523
1304					2012	2018		The Art of Fielding	Harbach, Chad	7) Added 2012		359		2000s		Q5543508	Q1058570
1305					2012	2018		The Marriage Plot	Eugenides, Jeffrey	7) Added 2012		1108		2000s		Q3824677	Q357108
1306						2018		The Flamethrowers	Kushner, Rachel	9) Added 2018		1080	American	2000s		Q16993449	Q7279300
1307						2018		Americanah	Adichie, Chimamanda Ngozi	9) Added 2018		29	Nigerian	2000s		Q16154159	Q230141
1308						2018		A Girl is a Half-Formed Thing	McBride, Eimear	9) Added 2018		1062	Irish	2000s		Q18349573	Q16728782
1309						2018		The Goldfinch	Tartt, Donna	9) Added 2018		621	American	2000s		Q15080194	Q255339
1310						2018		The Circle	Eggers, Dave	9) Added 2018		1139	American	2000s		Q16385288	Q589497
1311						2018		H is for Hawk	Macdonald, Helen	9) Added 2018		733	English	2000s		Q19902675	Q18921880
1312						2018		10:04	Lerner, Ben	9) Added 2018		793	American	2000s		Q19364452	Q1836356
1313						2018		The Story of the Lost Child	Ferrante, Elena	9) Added 2018		12	Italian	2000s		Q55517827	Q368127
1314						2018		H(A)PPY	Barker, Nicola	9) Added 2018		1233	English	2000s		Q135009713	Q523406
1315						2018		Winter	Smith, Ali	9) Added 2018		421	Scottish	2000s		Q103936491	Q468523
1316					2012	2018		Gentlemen Prefer Blondes	Loos, Anita	7) Added 2012*			American	1900s	* in some editions	Q1248760	Q272088
1317						2018		Tyll	Kehlmann, Daniel	9) Added 2018*			German	2000s	* in some editions	Q47494332	Q57477
1318						2018		Night Boat to Tangier	Barry, Kevin	9) Added 2018*			Irish	2000s	* in some editions	Q85789102	Q6395795
